Este[X],Norte[Y],VA
780.0,90.0,45.964161553580425
880.0,770.0,12.91286957938894
200.0,360.0,36.68846858021952
440.0,950.0,39.196982039467514
90.0,740.0,57.425383306427385
490.0,110.0,86.19847369896505
820.0,820.0,41.03399108310604
10.0,690.0,46.03210178356993
520.0,860.0,22.4594536539197
30.0,110.0,29.098980479579595
120.0,370.0,57.07106342795115
520.0,670.0,55.60941927025328
530.0,880.0,54.60616794865061
70.0,120.0,17.47142128711955
660.0,280.0,3.051056218965094
280.0,680.0,40.568262099876954
820.0,280.0,75.24211153433468
680.0,120.0,41.14932191231526
70.0,880.0,0.16619794455205295
60.0,850.0,25.589643383134735
480.0,770.0,28.384544151047688
970.0,260.0,73.49657525075969
550.0,870.0,16.72218369575279
90.0,970.0,31.478865558301894
370.0,830.0,57.42600204159598
640.0,550.0,53.45341918261997
210.0,260.0,26.7081539279328
570.0,300.0,12.459801492301434
50.0,410.0,29.6880565112547
730.0,620.0,62.15051169556923
580.0,160.0,21.200586625678703
170.0,930.0,50.35000917743477
680.0,170.0,31.09153715773497
970.0,380.0,40.14524730658201
440.0,730.0,47.60608745068522
780.0,140.0,28.546271236535233
220.0,830.0,25.649707136631477
80.0,130.0,32.55930187184488
120.0,60.0,44.5765356257384
420.0,400.0,65.06985002341142
750.0,60.0,31.13708857406719
960.0,280.0,64.47331826996047
950.0,140.0,80.57155471404818
200.0,80.0,32.062640709640576
400.0,320.0,26.727951418014683
910.0,660.0,3.0483918091481925
780.0,110.0,28.742682091785852
830.0,670.0,35.275395688341476
340.0,50.0,67.29548335143872
0.0,280.0,38.19264948555886
290.0,190.0,65.79092998381039
70.0,470.0,43.915294424229415
770.0,290.0,44.191576329567006
660.0,350.0,24.952199431916796
310.0,770.0,51.530107555150536
640.0,140.0,19.369106472947248
570.0,650.0,96.74603398516038
790.0,530.0,52.085861811553
220.0,800.0,29.07216782048396
400.0,510.0,56.02674855530161
470.0,340.0,75.529699418662
550.0,820.0,54.36323871833839
220.0,240.0,25.23113261005067
120.0,950.0,22.133668494411737
300.0,760.0,65.23339297820057
700.0,350.0,42.76068334675384
330.0,280.0,57.291909141564275
850.0,160.0,31.691112444316346
800.0,660.0,26.18256060562921
380.0,10.0,24.914309859064307
740.0,460.0,50.228799809038556
640.0,290.0,47.254015667992
260.0,440.0,36.87493822639774
700.0,570.0,62.688718778014334
450.0,180.0,48.16749987737941
520.0,150.0,47.86302074498369
640.0,730.0,59.721112075940525
330.0,960.0,57.88725042190675
520.0,630.0,61.250651686740696
370.0,300.0,37.23177652723632
590.0,680.0,85.4961130678144
30.0,400.0,27.119737524228054
390.0,90.0,41.380005219063456
250.0,840.0,41.41251416431348
290.0,590.0,38.60832147069539
170.0,700.0,34.901416351014156
950.0,550.0,34.30888509788622
420.0,970.0,38.38245445474816
490.0,620.0,13.742866542476772
230.0,350.0,46.178949805486205
440.0,930.0,12.179735014853083
90.0,250.0,34.432677833634074
820.0,110.0,34.721437503195446
570.0,530.0,57.20519499893089
740.0,90.0,39.51591354130403
160.0,740.0,30.273305599301818
900.0,320.0,34.58700933159512
860.0,110.0,42.768217150539584
670.0,110.0,33.863657406741865
650.0,380.0,50.24838969718887
210.0,770.0,23.30472860193749
620.0,190.0,29.22330221169318
20.0,130.0,53.08634917802756
540.0,590.0,50.40993712004224
790.0,210.0,25.23896282942855
580.0,980.0,26.945695869618007
160.0,410.0,28.123312830663323
500.0,310.0,62.89420028343537
710.0,470.0,59.84239453057825
930.0,800.0,44.52093198325808
380.0,960.0,45.924741055253975
970.0,600.0,36.03822602542901
720.0,660.0,57.73172456523959
40.0,90.0,21.47461377420874
510.0,540.0,46.83583876757067
600.0,640.0,70.75606877931573
120.0,780.0,14.921477476406555
380.0,150.0,29.60356011973696
620.0,70.0,15.111229712484889
160.0,670.0,19.466523956877744
950.0,280.0,55.14568503258903
350.0,40.0,26.397474121802077
360.0,50.0,30.72489179345713
810.0,710.0,41.334172744501245
960.0,30.0,83.7143186073144
520.0,0.0,40.34845577438369
150.0,70.0,35.37805946921284
970.0,510.0,14.157755857229581
240.0,330.0,33.80070628413451
90.0,330.0,24.295508635312466
170.0,920.0,41.43910029306614
310.0,980.0,26.8739914206483
920.0,610.0,42.09587083693651
290.0,460.0,77.50163282472072
380.0,220.0,16.275360319173647
540.0,690.0,59.750185597782874
360.0,210.0,67.74165912840958
280.0,960.0,50.5314519704251
860.0,950.0,58.641239729142114
500.0,50.0,55.148389223524724
150.0,230.0,22.606633061806956
590.0,570.0,62.94751623404235
90.0,400.0,8.933508757884269
60.0,380.0,27.186329081776204
250.0,490.0,57.78284311786146
100.0,730.0,33.36075412442763
140.0,220.0,47.13479424536472
350.0,360.0,65.52704239486134
150.0,250.0,39.6354806526022
130.0,820.0,36.503293023087096
760.0,770.0,64.11299384791631
720.0,10.0,36.38613374264103
940.0,70.0,61.61393471385237
550.0,520.0,23.496630868715297
700.0,160.0,8.974673889555405
330.0,200.0,63.21699353275311
190.0,300.0,31.901471669986904
310.0,800.0,48.90090865409226
810.0,780.0,45.2183275607263
120.0,810.0,5.6663650335681695
360.0,40.0,43.807895765079266
580.0,850.0,35.99220500686656
770.0,60.0,48.925110931681175
240.0,860.0,28.173131003271777
60.0,330.0,31.822488941534022
740.0,580.0,79.86999340584262
570.0,0.0,39.67131855588429
420.0,270.0,53.01520629043245
980.0,850.0,23.688784774198037
460.0,560.0,37.683143277638656
110.0,350.0,35.28547307836008
690.0,20.0,48.55696276625522
420.0,110.0,11.688234666441353
750.0,930.0,30.662204336404578
540.0,760.0,32.48412018303565
120.0,710.0,29.387647449882756
710.0,390.0,37.1438210286681
670.0,30.0,48.97736204350369
990.0,290.0,54.09661344830247
870.0,400.0,23.996968916466926
90.0,960.0,33.44083407164539
960.0,310.0,60.06394390742288
180.0,450.0,56.849765504782994
740.0,410.0,65.86119639159281
690.0,850.0,27.43340072923987
600.0,160.0,15.572335435853386
110.0,490.0,30.695035231174142
930.0,740.0,43.86836917158535
260.0,940.0,54.700984857582725
380.0,510.0,47.37968218694928
380.0,770.0,68.22075701918055
210.0,450.0,48.13219848261851
980.0,410.0,58.951628485506035
40.0,970.0,10.414648624246567
650.0,630.0,66.03153174113046
560.0,730.0,59.212050121351595
650.0,90.0,33.13177048910846
240.0,620.0,40.211761873788156
260.0,650.0,62.25197020105536
20.0,280.0,33.29368445334011
890.0,800.0,25.33491803344356
190.0,310.0,36.30619182665406
150.0,910.0,61.34459988705544
170.0,110.0,52.99485852571199
50.0,430.0,28.94493263024697
820.0,960.0,21.31869214166669
760.0,970.0,38.35771355931362
70.0,810.0,26.868424284358646
530.0,730.0,46.791801624151056
350.0,950.0,39.305094149854675
660.0,730.0,60.364620704975735
570.0,280.0,45.899766283846624
110.0,670.0,29.026106095660417
710.0,700.0,56.856971623166956
840.0,790.0,24.487307286152948
980.0,880.0,23.537255717284683
110.0,640.0,23.89256605310466
630.0,570.0,62.23993965061821
530.0,970.0,48.41672155554255
600.0,540.0,51.97908780848215
750.0,240.0,6.662010575314341
140.0,570.0,39.80652183020434
170.0,530.0,18.993245211158275
750.0,420.0,45.501782094296686
580.0,340.0,21.87300780179649
290.0,420.0,91.08851684389482
310.0,410.0,50.32252375486037
370.0,770.0,85.76667093272869
320.0,650.0,43.653595536927874
50.0,360.0,15.00764522999902
690.0,120.0,22.943655739774627
270.0,560.0,36.360266208916556
510.0,340.0,62.67238076503986
560.0,40.0,30.13958645675832
280.0,590.0,57.16360078626215
450.0,580.0,51.92304731380894
910.0,60.0,57.63646321794773
920.0,60.0,66.85074154502902
370.0,20.0,21.401255540867957
410.0,290.0,48.473996005012225
10.0,300.0,30.17980331757449
760.0,890.0,26.345813065736934
600.0,800.0,59.80439338556468
790.0,550.0,57.304726618039716
870.0,250.0,43.26062339828906
420.0,520.0,60.17312920137803
560.0,170.0,42.41875785867753
270.0,890.0,46.833186939689014
250.0,580.0,37.20508117618401
980.0,690.0,39.59458841940598
150.0,150.0,59.095084565702635
670.0,380.0,20.11297083784992
590.0,640.0,88.0570975267062
120.0,290.0,29.47983621457604
720.0,720.0,57.66777225363784
430.0,490.0,63.62659843470239
750.0,190.0,18.98110734421461
380.0,700.0,89.62009213326985
780.0,600.0,44.76601198438361
10.0,900.0,29.590024732838636
50.0,310.0,21.75534265354213
190.0,380.0,40.5478516012573
240.0,880.0,43.10946254801013
740.0,220.0,8.821498079352445
980.0,870.0,27.1715397570078
610.0,720.0,87.20530606137302
510.0,240.0,24.75298965115922
310.0,740.0,48.11799440286753
100.0,40.0,63.07156116358051
390.0,0.0,47.22946775724073
560.0,940.0,28.880001888151355
0.0,220.0,31.557806840379847
640.0,870.0,42.016522029676494
350.0,990.0,34.01607978105772
290.0,220.0,54.472495248250446
860.0,340.0,69.05910246636134
190.0,550.0,36.56833034157539
360.0,140.0,55.725900606423714
780.0,700.0,40.49001187134099
310.0,350.0,51.01254520810339
50.0,50.0,30.035301641553218
920.0,300.0,28.111248790075
590.0,630.0,70.88440266854526
830.0,230.0,56.98916650126103
120.0,530.0,23.55551562086806
10.0,670.0,43.717942884290665
520.0,360.0,24.676602501936298
970.0,920.0,34.023675014292024
700.0,550.0,34.868116594128196
810.0,890.0,30.312747005844194
720.0,570.0,46.491665109699966
430.0,830.0,21.623879933062327
400.0,70.0,42.67342300010798
160.0,760.0,18.284538103846547
430.0,470.0,58.82134809688248
440.0,140.0,30.17462196562291
110.0,460.0,24.54982266673816
930.0,20.0,69.03973923807392
610.0,520.0,68.02385528342685
310.0,190.0,68.03005743738954
90.0,200.0,51.6247072406712
840.0,220.0,79.34156692776705
850.0,800.0,41.74200170629049
340.0,40.0,35.95172688586557
640.0,880.0,46.74962790234714
350.0,930.0,34.50795166661614
800.0,570.0,46.015394083733355
110.0,940.0,9.250921379599532
30.0,790.0,35.555187398527465
580.0,410.0,18.71569512075922
610.0,230.0,26.539782100407432
860.0,960.0,42.07618706534585
570.0,410.0,1.7920929759251578
700.0,440.0,43.73424666700013
360.0,890.0,16.36813728933971
930.0,710.0,36.16429683157032
540.0,900.0,8.032427561222988
840.0,280.0,55.17048273176063
620.0,830.0,43.262026469097506
430.0,860.0,27.373338085913886
160.0,880.0,36.72953287138023
230.0,430.0,58.908460420760726
570.0,610.0,77.74831091665101
230.0,110.0,41.37011970355737
600.0,450.0,26.076605908577054
60.0,480.0,55.9575266331731
110.0,560.0,44.824233409509034
590.0,580.0,44.45053975612319
520.0,200.0,34.264309336620975
240.0,920.0,50.58699066791613
320.0,380.0,46.112620248236716
170.0,600.0,13.341277073393336
420.0,480.0,61.583440173441005
880.0,10.0,39.03951273637591
340.0,100.0,47.76458819492434
410.0,380.0,44.14033565816186
150.0,480.0,29.75765108070065
0.0,180.0,45.20982217249968
640.0,270.0,30.965322029395246
580.0,750.0,57.66345350436449
890.0,170.0,52.23435806698657
450.0,20.0,51.41753364998797
970.0,370.0,39.9279274767904
850.0,150.0,47.7593208047391
170.0,750.0,51.93067566713749
580.0,110.0,44.055466989383596
230.0,410.0,37.19466333379992
790.0,10.0,34.941988096415656
360.0,440.0,38.06894889398384
40.0,480.0,29.681931144102712
280.0,230.0,38.71544924818082
550.0,200.0,24.136349929871336
490.0,630.0,19.837863123116364
980.0,200.0,74.79754735524612
140.0,310.0,34.3932414228601
10.0,350.0,7.206447565991056
680.0,500.0,32.73263098185736
680.0,450.0,58.128387651588646
280.0,20.0,63.26312482827742
810.0,770.0,56.40574604947922
870.0,700.0,18.210217722516326
370.0,350.0,44.042854524441296
620.0,10.0,34.25381951816614
550.0,540.0,39.945646856735024
320.0,930.0,74.18535849355169
330.0,290.0,58.41648325400885
500.0,960.0,50.959625773485136
810.0,160.0,42.131831506601486
320.0,430.0,55.48877886437004
20.0,470.0,28.76783375040049
980.0,510.0,29.99366542742417
30.0,800.0,30.358834264595146
550.0,60.0,30.383875646247915
520.0,310.0,56.76096479621174
390.0,870.0,50.735043595160725
80.0,260.0,47.13735947992733
290.0,630.0,68.02477487487062
240.0,640.0,45.89434643021074
490.0,580.0,28.827298751802267
550.0,130.0,3.5029715787498716
440.0,520.0,54.54044657994751
90.0,150.0,52.685032255864975
420.0,10.0,65.57035940751655
310.0,180.0,59.20858934904498
450.0,650.0,33.12696307967355
990.0,170.0,70.6374118785184
560.0,600.0,66.84028188621309
270.0,660.0,34.380284434926196
170.0,270.0,25.12065840784659
540.0,280.0,31.10335881104134
700.0,660.0,63.376532471678516
720.0,530.0,50.34082899041633
200.0,830.0,38.595146149179264
700.0,960.0,35.77840702727606
970.0,530.0,19.561293683552694
690.0,860.0,33.40162876141735
640.0,40.0,63.8951172859929
510.0,430.0,30.7337542866106
620.0,410.0,39.68012687270482
410.0,140.0,12.869411945104506
600.0,20.0,32.2090293058919
630.0,190.0,19.764852743279448
480.0,310.0,75.60530944835499
710.0,350.0,38.05785477258025
150.0,930.0,45.85026136442011
240.0,370.0,46.40832440594031
680.0,150.0,24.14331014543262
660.0,810.0,54.634582029063274
240.0,510.0,66.64817423784524
550.0,680.0,68.13574199289081
980.0,470.0,51.79503999981042
510.0,710.0,53.801236790972204
850.0,40.0,49.747381291328445
530.0,350.0,20.596905372552406
260.0,600.0,42.381328303581064
480.0,800.0,32.464075679960324
270.0,260.0,33.83362765782078
810.0,250.0,62.66070176867577
290.0,950.0,53.80391785335046
860.0,50.0,51.78432241132193
520.0,220.0,34.20802293912507
270.0,770.0,51.54276165149623
490.0,800.0,19.162899655964946
320.0,480.0,71.31968582010495
480.0,890.0,38.732405441238505
900.0,210.0,60.804388946393864
800.0,760.0,48.148641036672615
770.0,310.0,39.857862657514616
590.0,380.0,12.821128768596118
670.0,560.0,51.16668464652347
230.0,870.0,22.95156441121934
680.0,550.0,47.66525936700714
750.0,450.0,54.36245789823926
790.0,760.0,46.38114354021026
610.0,580.0,54.48024720058996
130.0,70.0,45.72643717383414
940.0,800.0,33.47605053834339
500.0,270.0,61.228857184495354
170.0,690.0,21.49357919130822
670.0,680.0,66.94235468618479
600.0,920.0,11.230163409808775
260.0,520.0,55.45757362964571
90.0,190.0,45.93440805214939
850.0,50.0,38.82123963996093
30.0,460.0,34.13243696313182
290.0,250.0,44.678459477800196
660.0,860.0,39.184753434567305
50.0,480.0,38.20450666432946
510.0,960.0,11.899638932851207
50.0,500.0,62.30739362581612
960.0,890.0,52.98096584885836
750.0,560.0,76.87824974122609
100.0,840.0,10.869420823446127
470.0,690.0,41.1354345827841
880.0,140.0,49.3441898458426
590.0,470.0,23.498667847026017
200.0,840.0,18.979018372906776
820.0,880.0,48.310497827110275
220.0,260.0,37.892793474252386
710.0,960.0,30.234910713726414
980.0,720.0,23.77788004807682
900.0,990.0,69.63440405436845
470.0,740.0,27.447774110031304
110.0,380.0,21.40968173691391
370.0,950.0,51.71195963109329
480.0,510.0,66.54038405847477
960.0,370.0,54.430465478588026
610.0,610.0,72.23707727547178
330.0,830.0,43.9091189143649
680.0,460.0,42.089391417827265
150.0,950.0,33.300738293301904
10.0,440.0,42.560818879797985
430.0,420.0,62.247183514807915
110.0,510.0,1.8415196283132929
160.0,900.0,47.200243622232335
0.0,520.0,56.03054570934761
470.0,590.0,32.68732731863243
650.0,50.0,23.73636410244645
770.0,10.0,33.666452409343044
610.0,490.0,52.41047629599767
490.0,470.0,67.97234891115387
730.0,650.0,44.88147307362832
0.0,710.0,20.83238554211333
220.0,360.0,42.27170323398336
140.0,670.0,34.51451037042028
800.0,780.0,43.14867192886428
20.0,230.0,36.055056214105775
60.0,200.0,40.34233531048588
260.0,330.0,62.623337121562905
290.0,90.0,73.18549430292876
30.0,200.0,33.09539222871323
940.0,910.0,60.106885312305295
770.0,840.0,58.79559213531909
950.0,520.0,16.63891903868999
940.0,490.0,21.194066222765674
50.0,160.0,31.25451947629181
270.0,920.0,53.89704508239036
830.0,450.0,63.95877077663255
610.0,10.0,43.31966190909167
430.0,260.0,63.002408627124325
590.0,920.0,21.039474944847473
420.0,170.0,35.57125656515028
600.0,460.0,30.782061701847176
560.0,500.0,38.558987702593924
160.0,380.0,30.9846275288033
280.0,980.0,72.23514742863911
250.0,40.0,43.61364511709339
340.0,570.0,56.936783094089975
580.0,780.0,55.52655945545988
50.0,970.0,9.25658880131423
0.0,730.0,30.66805826680646
650.0,70.0,22.606264670144082
540.0,530.0,44.243332490260336
410.0,700.0,77.42340464232569
550.0,320.0,11.596721440653727
200.0,520.0,20.86146831537866
100.0,670.0,45.22949162288758
60.0,590.0,48.60757508101187
340.0,840.0,56.82318672166017
890.0,970.0,57.33299933670932
690.0,910.0,38.96389902461658
170.0,770.0,39.625249596447986
390.0,210.0,13.466319306328245
40.0,650.0,27.88499136407821
170.0,630.0,26.374662703143283
770.0,570.0,68.8025309027012
300.0,460.0,64.93452205841251
320.0,990.0,31.559726510647238
310.0,420.0,69.70432445893158
720.0,100.0,41.420210016024065
910.0,880.0,36.44594918794511
700.0,150.0,7.638081956329252
70.0,20.0,41.617831604999466
560.0,460.0,23.581041221999364
430.0,590.0,41.903232286409796
940.0,200.0,59.62844797313477
850.0,390.0,57.431954222109866
780.0,260.0,50.195781295411045
580.0,120.0,33.05251983944621
340.0,130.0,68.19515648152314
390.0,290.0,11.269383892370499
170.0,90.0,55.72414931205448
860.0,970.0,39.13251462713735
650.0,500.0,31.663468822409065
500.0,140.0,68.61311726870377
750.0,200.0,21.2268292120906
670.0,920.0,32.4399557400359
400.0,910.0,49.67447804296959
610.0,270.0,42.95560916358845
500.0,560.0,22.131918125184797
590.0,90.0,9.21007449687874
390.0,540.0,61.85390737441013
650.0,40.0,34.87126152285444
730.0,250.0,12.444977012125726
840.0,590.0,30.38629970409592
630.0,830.0,53.07496345177179
220.0,760.0,23.894815814143804
570.0,80.0,34.61425699259906
960.0,770.0,13.666386879024103
260.0,300.0,37.20009891485486
190.0,960.0,30.41797269076589
440.0,740.0,56.35109289819539
120.0,430.0,28.002282199758987
800.0,190.0,41.498234500588005
710.0,10.0,28.00284135576362
180.0,0.0,64.55243828953031
70.0,860.0,19.740854552081377
860.0,620.0,19.350655434965194
870.0,260.0,55.83671877653401
130.0,90.0,56.99866863779902
410.0,80.0,44.37952046753904
630.0,640.0,83.0384836561187
580.0,60.0,13.368381892426534
520.0,900.0,34.607651476594654
700.0,970.0,25.50695342446717
350.0,220.0,55.19324567296303
140.0,230.0,55.266763030778996
580.0,930.0,11.542262014166997
460.0,320.0,84.09966072736852
180.0,410.0,57.04964601370629
880.0,300.0,66.58369922084539
180.0,520.0,24.160899505878746
830.0,270.0,70.17310701308503
780.0,990.0,82.29976863324411
210.0,780.0,9.797543556383026
740.0,670.0,53.049088146852014
140.0,200.0,41.8919202384866
790.0,430.0,57.99400351676168
220.0,100.0,45.39430720342122
320.0,400.0,55.40295137811461
580.0,430.0,28.088602786859006
710.0,580.0,59.171338309406245
50.0,460.0,28.92671898377847
840.0,230.0,52.25053584531512
250.0,880.0,36.06021924823987
420.0,550.0,50.70362095199647
760.0,140.0,9.4139333027099
480.0,250.0,70.10714991812453
760.0,420.0,55.62843353486607
570.0,50.0,28.229426282133737
820.0,850.0,46.45938559973973
910.0,440.0,31.41559045086195
140.0,390.0,31.379879958177074
440.0,270.0,58.95766004322905
730.0,290.0,30.41357659959646
320.0,0.0,44.746458176782895
140.0,800.0,34.14952082582657
920.0,720.0,25.34137182611117
150.0,850.0,42.614517524767756
690.0,940.0,22.336706884053434
480.0,210.0,75.71223554481955
890.0,200.0,45.56581507830677
580.0,210.0,33.82452740309684
920.0,770.0,20.473063974319697
460.0,880.0,10.461481177632415
770.0,850.0,62.44105263411028
250.0,770.0,41.71433353110663
70.0,780.0,32.25787256354722
400.0,100.0,37.09094803619318
500.0,800.0,31.04973238267931
370.0,660.0,95.01012658261814
600.0,30.0,9.355469860359435
750.0,140.0,16.78773927895616
320.0,160.0,55.553235378523944
620.0,380.0,35.712504330682656
560.0,100.0,36.60077119635231
280.0,850.0,46.58748949859411
20.0,250.0,36.48015428908343
420.0,980.0,52.094182911433954
120.0,730.0,31.283499188705196
130.0,550.0,15.74149215410398
430.0,950.0,38.283837061257756
610.0,980.0,24.584379506978006
710.0,970.0,18.50894432010597
430.0,880.0,19.771064148665104
490.0,20.0,30.739488133542267
610.0,430.0,11.95459423560942
240.0,500.0,62.544936862700546
250.0,460.0,70.86698964022105
210.0,730.0,29.97311709185361
820.0,300.0,73.31200381154756
460.0,600.0,40.26423202230103
490.0,820.0,23.21941716005563
480.0,670.0,21.539830755331216
30.0,150.0,49.470544670669256
960.0,390.0,53.31647776945415
230.0,730.0,40.914661568703
140.0,0.0,69.6037522397665
860.0,440.0,32.94781630483725
550.0,940.0,29.24147607704289
780.0,380.0,56.57215028436619
570.0,440.0,28.05163946647481
150.0,570.0,18.510117400539244
430.0,720.0,69.88328028439767
560.0,910.0,22.05066102690765
980.0,680.0,47.83929658093415
40.0,450.0,21.633473658687766
360.0,180.0,51.9878224469701
930.0,390.0,20.599725206275295
440.0,780.0,50.260103293874884
690.0,480.0,50.190070762065275
630.0,620.0,68.04150144761006
390.0,60.0,26.04643627814058
50.0,290.0,36.47284325956293
910.0,610.0,21.395280971910474
560.0,840.0,42.77069579178314
80.0,190.0,51.02603415285838
220.0,350.0,33.728810145680754
120.0,760.0,32.474990693815116
180.0,560.0,30.984703575500156
930.0,430.0,25.76556548197875
130.0,810.0,30.582759036802926
530.0,800.0,31.152497559146482
30.0,900.0,42.31411022116618
370.0,480.0,59.02861660716543
230.0,580.0,32.68586762911537
160.0,830.0,41.71974835196841
280.0,990.0,43.715337498552344
500.0,130.0,52.7142667524671
660.0,430.0,45.6656318262717
930.0,410.0,24.709440057730408
190.0,740.0,43.40239571950414
120.0,590.0,35.28974112983553
530.0,500.0,38.5710907841872
250.0,570.0,34.78494371118131
550.0,710.0,47.39284141098943
780.0,870.0,60.17012433919563
460.0,500.0,75.46989081941092
550.0,420.0,15.149112439284377
510.0,70.0,40.43305548579321
470.0,260.0,77.45393248785979
360.0,760.0,80.76020047993865
730.0,490.0,65.16335785599253
530.0,530.0,11.170654556662097
330.0,520.0,49.737349048253975
400.0,820.0,35.46013513339484
930.0,830.0,57.503471052221634
0.0,880.0,39.45430058152152
70.0,890.0,23.88386231436944
920.0,330.0,18.377627772109175
340.0,740.0,60.77288230030899
590.0,590.0,59.03858427530754
540.0,160.0,4.779666099064379
490.0,780.0,26.985470327387496
70.0,10.0,35.503765584260464
160.0,940.0,35.34804970336538
840.0,920.0,27.4361367450706
30.0,540.0,37.04243116874044
80.0,420.0,21.187136906957132
280.0,160.0,61.480386722633924
660.0,740.0,34.389802113854785
870.0,900.0,17.006968398918573
580.0,350.0,17.689538386040326
90.0,220.0,40.64850811013712
500.0,360.0,51.80389139125632
980.0,740.0,12.427983998404589
400.0,270.0,24.734340262668574
690.0,640.0,64.43670113782402
500.0,510.0,54.55118951733496
350.0,140.0,59.86090107709815
890.0,270.0,31.83323853994601
950.0,480.0,11.001897499884038
40.0,180.0,44.73754813131533
740.0,260.0,11.972173789547188
840.0,750.0,29.544843003368513
330.0,330.0,55.766364295204866
860.0,660.0,20.379211988803902
180.0,990.0,54.97612310201211
350.0,80.0,57.51095397318102
540.0,520.0,24.274661293751343
890.0,900.0,35.89544973979264
580.0,640.0,83.34685023644867
530.0,510.0,20.21919567645296
690.0,810.0,35.85024488176508
240.0,160.0,37.339924181590554
700.0,900.0,27.72329499331494
750.0,790.0,61.890559661953894
920.0,870.0,54.2514147335222
810.0,810.0,64.13542299777777
540.0,640.0,49.142728083704355
110.0,570.0,51.01185375675021
500.0,230.0,38.78517500280456
340.0,330.0,53.17104632542386
190.0,460.0,34.50189475999417
960.0,200.0,78.97573975933715
790.0,670.0,33.305984590242765
20.0,670.0,40.54611072399034
570.0,170.0,33.23625217459448
490.0,370.0,79.31526883281731
130.0,120.0,55.51828257738075
140.0,870.0,39.80031083188129
620.0,810.0,54.90356622692945
300.0,30.0,80.09287498759569
890.0,730.0,34.70137153681882
440.0,460.0,53.28576767088746
390.0,140.0,28.647480323657952
970.0,80.0,77.81036946196969
560.0,990.0,27.717271206787224
170.0,140.0,34.36587793404051
740.0,900.0,45.16337614356574
260.0,970.0,63.38091764616884
590.0,140.0,27.23482929666759
130.0,920.0,26.372537466257384
830.0,460.0,61.11201171231661
810.0,510.0,60.68649066228053
460.0,540.0,50.49825046365114
980.0,180.0,85.96988213895156
480.0,0.0,27.53113239149461
150.0,690.0,41.74356258787204
570.0,620.0,65.65997609159422
420.0,700.0,74.34477531369383
930.0,760.0,28.289723911603293
740.0,70.0,46.545094482752624
560.0,800.0,67.25968774566248
550.0,630.0,58.45346082158443
390.0,930.0,36.18570647461989
790.0,540.0,70.25313367210646
500.0,820.0,31.44437162773828
750.0,570.0,62.67027884173986
610.0,620.0,62.39299889289168
790.0,700.0,47.80952457665716
400.0,810.0,52.594986305761246
280.0,560.0,39.75591930345319
830.0,340.0,73.43018888977313
930.0,630.0,22.53630503954752
460.0,630.0,1.196221774074651
850.0,900.0,26.981773643795005
430.0,350.0,71.4197048041761
